Code,Concentration,TimeSM,T,H%,Wind_dir,Wind_vel,UR200,WA200,GR200,IN200,RO200,UR600,WA600,GR600,IN600,RO600,UR1000,WA1000,GR1000,IN1000,RO1000,UR2000,WA2000,GR2000,IN2000,RO2000,UR4000,WA4000,GR4000,IN4000,RO4000,CorIN2,CorOUT2,CorIN6,CorOUT6,CorIN10,CorOUT10,CorIN15,CorOUT15,CorIN30,CorOUT30
PL0012A,31.907,2016-11-16 12:00:00,5.0,86.0,Wind blowing from the west-southwest,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,27.834,2016-11-16 13:00:00,5.1,92.0,Wind blowing from the west-southwest,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,32.11999999,2016-11-16 14:00:00,4.9,90.0,Wind blowing from the west-southwest,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,31.7237,2016-11-16 15:00:00,4.7,90.0,Wind blowing from the west-southwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,41.4743,2016-11-16 16:00:00,4.6,85.0,Wind blowing from the south-southwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,53.3263,2016-11-16 17:00:00,4.0,89.0,Wind blowing from the south,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.99,0.96,0.49,0.19,0.19,0.07,0.08,0.03,0.02,0.01
PL0012A,78.5117,2016-11-16 18:00:00,2.9,90.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,84.677,2016-11-16 19:00:00,1.9,95.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,95.9487,2016-11-16 20:00:00,2.2,96.0,Wind blowing from the north-west,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,1.0,0.94,0.46,0.55,0.21,0.39,0.09,0.2,0.02,0.09
PL0012A,97.7853,2016-11-16 21:00:00,2.7,96.0,Wind blowing from the west-southwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,100.744,2016-11-16 22:00:00,3.1,96.0,Wind blowing from the west-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,119.366,2016-11-16 23:00:00,3.5,97.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,75.51569999,2016-11-17 00:00:00,3.6,97.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,56.2417,2016-11-17 01:00:00,3.6,97.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,49.1407,2016-11-17 02:00:00,3.7,97.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,58.69299999,2016-11-17 03:00:00,3.6,97.0,Wind blowing from the west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.79,0.96,0.43,0.99,0.34,0.99,0.22,0.86,0.15,0.78
PL0012A,54.6387,2016-11-17 04:00:00,3.7,97.0,Wind blowing from the south-west,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,57.9467,2016-11-17 05:00:00,3.9,97.0,Wind blowing from the south,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.99,0.96,0.49,0.19,0.19,0.07,0.08,0.03,0.02,0.01
PL0012A,59.49,2016-11-17 06:00:00,4.0,97.0,Wind blowing from the south-southwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,63.1677,2016-11-17 07:00:00,4.3,97.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,59.8453,2016-11-17 08:00:00,5.4,94.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,58.53869999,2016-11-17 09:00:00,6.3,90.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,64.825,2016-11-17 10:00:00,7.2,88.0,Wind blowing from the south-west,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,76.47629999,2016-11-17 11:00:00,8.1,85.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,66.70529999,2016-11-17 12:00:00,8.5,82.0,Wind blowing from the west-southwest,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,64.89499999,2016-11-17 13:00:00,8.5,81.0,Wind blowing from the west-southwest,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,88.9427,2016-11-17 14:00:00,8.3,82.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,68.7873,2016-11-17 15:00:00,8.1,81.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,43.77329999,2016-11-17 16:00:00,6.6,86.0,Wind blowing from the west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.79,0.96,0.43,0.99,0.34,0.99,0.22,0.86,0.15,0.78
PL0012A,61.32569999,2016-11-17 17:00:00,6.0,90.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,76.45229999,2016-11-17 18:00:00,4.6,90.0,Wind blowing from the west-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,101.643,2016-11-17 19:00:00,6.8,87.0,Wind blowing from the south,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.99,0.96,0.49,0.19,0.19,0.07,0.08,0.03,0.02,0.01
PL0012A,101.47499999,2016-11-17 20:00:00,6.4,89.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,90.0095,2016-11-17 21:00:00,6.0,87.0,Wind blowing from the west-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,44.50659999,2016-11-17 22:00:00,5.7,84.0,Wind blowing from the south-west,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,48.46399999,2016-11-17 23:00:00,3.8,89.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,55.7552,2016-11-18 00:00:00,3.0,93.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,68.1449,2016-11-18 01:00:00,1.5,95.0,Wind blowing from the north-northeast,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,56.3395,2016-11-18 02:00:00,1.3,97.0,Wind blowing from the north,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.99,0.19,0.49,0.07,0.19,0.03,0.08,0.01,0.02
PL0012A,75.4437,2016-11-18 03:00:00,0.6,97.0,Wind blowing from the north-west,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,1.0,0.94,0.46,0.55,0.21,0.39,0.09,0.2,0.02,0.09
PL0012A,84.53539999,2016-11-18 04:00:00,0.2,98.0,Wind blowing from the north-east,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,88.17359999,2016-11-18 05:00:00,0.1,99.0,Wind blowing from the north-east,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,84.2299,2016-11-18 06:00:00,0.5,99.0,Wind blowing from the north-northeast,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,94.2579,2016-11-18 07:00:00,2.0,99.0,Wind blowing from the east-northeast,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,101.3,2016-11-18 08:00:00,7.0,82.0,Wind blowing from the south-southwest,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,108.491,2016-11-18 09:00:00,9.0,75.0,Wind blowing from the west-southwest,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,97.4642,2016-11-18 16:00:00,9.6,71.0,Wind blowing from the south-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.95,0.7949999999999999,0.62,0.44,0.345,0.205,0.3,0.09,0.125,0.025
PL0012A,165.22399999,2016-11-18 17:00:00,6.7,83.0,Wind blowing from the north-west,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,1.0,0.94,0.46,0.55,0.21,0.39,0.09,0.2,0.02,0.09
PL0012A,141.531,2016-11-18 18:00:00,5.4,89.0,Wind blowing from the north-east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,124.233,2016-11-18 19:00:00,4.5,90.0,Wind blowing from the north-northeast,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,134.73699999,2016-11-18 20:00:00,4.0,91.0,Wind blowing from the south-southeast,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.965,0.98,0.52,0.325,0.29000000000000004,0.14,0.14,0.06,0.055,0.015
PL0012A,161.556,2016-11-18 21:00:00,4.0,95.0,Wind blowing from the west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.79,0.96,0.43,0.99,0.34,0.99,0.22,0.86,0.15,0.78
PL0012A,165.866,2016-11-18 22:00:00,3.0,93.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,165.297,2016-11-18 23:00:00,3.4,94.0,Wind blowing from the north-east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,163.553,2016-11-19 00:00:00,4.0,95.0,Wind blowing from the north-northeast,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,161.92699999,2016-11-19 01:00:00,2.6,95.0,Wind blowing from the north-northeast,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,167.774,2016-11-19 02:00:00,3.5,97.0,Wind blowing from the east,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,160.429,2016-11-19 03:00:00,4.7,97.0,Wind blowing from the north-northwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.98,0.965,0.325,0.52,0.14,0.29000000000000004,0.06,0.14,0.015,0.055
PL0012A,141.079,2016-11-19 04:00:00,5.1,95.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,154.10499999,2016-11-19 05:00:00,4.2,96.0,Wind blowing from the north-east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,149.364,2016-11-19 06:00:00,5.3,96.0,Wind blowing from the north-northeast,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.95,0.44,0.62,0.205,0.345,0.09,0.3,0.025,0.125
PL0012A,130.726,2016-11-19 07:00:00,5.8,96.0,Wind blowing from the north-east,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,110.333,2016-11-19 08:00:00,6.5,96.0,Wind blowing from the north-east,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,93.84699999,2016-11-19 09:00:00,7.6,96.0,Wind blowing from the north-east,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,80.4397,2016-11-19 10:00:00,8.0,95.0,Wind blowing from the east-northeast,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,76.0477,2016-11-19 11:00:00,9.1,95.0,Wind blowing from the north-east,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,27.5893,2016-11-19 22:00:00,10.0,92.0,Wind blowing from the west-southwest,10.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,10.2057,2016-11-19 23:00:00,7.8,93.0,Wind blowing from the west,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.79,0.96,0.43,0.99,0.34,0.99,0.22,0.86,0.15,0.78
PL0012A,11.2295,2016-11-20 00:00:00,7.5,92.0,Wind blowing from the west-southwest,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8500000000000001,0.7949999999999999,0.59,0.84,0.42,0.665,0.37,0.505,0.19,0.41
PL0012A,16.7357,2016-11-20 01:00:00,7.3,95.0,Wind blowing from the south-west,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.91,0.63,0.75,0.69,0.5,0.34,0.52,0.15,0.23,0.04
PL0012A,18.2711,2016-11-20 02:00:00,6.4,95.0,Wind blowing from the east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
